"Repartición Licitante","Tipo de Licitación","Nro. Expediente","Año Expediente","Objeto","Monto Oficial","Costo Pliego","Sellado","Observaciones","Fecha Apertura","Fecha Resolución","Nro. Resolución","Tipo de Norma","Nro de Norma","Año Norma","Resultado","Estado","Link",
"Centro Municipal de Distrito Sur ""Rosa Ziperovich""","Concurso de Precios",8,2023,"Se prevé la provisión de caños de cobre fraccionados para la instalación de equipos de aire acondicionado para el Centro Municipal Distrito Sur ""Rosa Ziperovich"" ","530.000,00",",00",",00","","17/10/2023","25/10/2023",0,,,,"Se declara DESIERTO","Desierta","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28982",
"Dirección General de Tránsito","Concurso de Precios",48,2023,"Adquisición de Repuestos para Motos Honda de la Dir. Gral. de Tránsito","687.800,00",",00",",00","","17/10/2023","18/10/2023",0,,,,"Se declara desierto el presente llamado.","Desierta","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28987",
"Instituto de Lucha Antipoliomielítica y Rehabilitación del Lisiado (ILAR)","Concurso de Precios",27,2023,"Compra Termoplásticos e Insumos para la confección de ortesis.",",00",",00",",00","","17/10/2023","17/10/2023",12,,,,"Se ADJUDICA a Orthopedics Concepts S.R.L. los ítems1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18, y 19 por única oferta y precio corriente en plaza, por la suma total de $3.674.477.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28996",
"Secretaría de Cultura y Educación","Licitación Privada",30387,2023,"Servicio de seguridad y vigilancia para la Escuela Municipal de Artes Plásticas ""Manuel Musto""","7.726.275,00","20.860,90",",00","","18/10/2023","18/10/2023",595,,,,"Se declaró desierto el llamado a licitación.","Desierta","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28784",
"Ente Turístico Rosario (ETuR)","Concurso de Precios",52,2023,"Servicio de Catering Colectividades 2023","680.000,00",",00",",00","","18/10/2023",,0,,,,,"Abierta en evaluación","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28896",
"APS (S.S.P.)","Licitación Privada",0,0,"DESCARTABLES MICROBIOLOGÍA","25.932.048,00",",00","70.017,00","","18/10/2023","27/10/2023",2171,,,,"RESOLUCIÓN Nº 002171

Rosario,  ""2023 - A 40 AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA"" 27/10/2023

 VISTO el llamado a Licitación Privada Nº 11-185/23 efectuado por la DIRECCIÓN DE BIOQUÍMICA A dependiente de la Secretaría de Salud Pública  para  la adquisición de DESCARTABLES DE MICROBIOLOGÍA, teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARÍA DE SALUD PUBLICA
RESUELVE


ART. 1º: DECLARASE DESIERTO:   Items  18, 19, 35, 36 y 38  por no recibirse propuestas.

ART. 2º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.

ADJUDICATARIO:    IANUS S.A. en el/los ítem/s  1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17,  20, 21, 22, 23, 24 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 37, 39 y 40 por un importe total de                     $ 28.953.398,00  (pesos veintiocho millones novecientos cincuenta y tres mil trescientos noventa y ocho con 00/100).-

ART. 3º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de Liquidación de Haberes y Administrativo-Contable de la siguiente manera:

A la partida: 0.08013.1.08.11.1.01.01.2.1.02.05.02.09 (OTROS SIN DISCRIMINAR) la cantidad de             $ 28.953.398,00  (pesos veintiocho millones novecientos cincuenta y tres mil trescientos noventa y ocho con 00/100.-) del presupuesto vigente y con estricto cumplimiento del art. 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 4º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28902",
"APS (S.S.P.)","Licitación Privada",0,0,"CONTADORES HEMATOLÓGICOS","6.062.100,00",",00","12.125,00","","18/10/2023","30/10/2023",2201,,,,"RESOLUCIÓN Nº 002201

Rosario,  ""2023 - A 40 AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA"" 30/10/2023

 VISTO el llamado a Licitación Privada Nº 11-187/23 efectuado por la DIRECCIÓN DE BIOQUÍMICA A dependiente de la Secretaría de Salud Pública para  la adquisición de CONTADORES HEMATOLÓGICOS, teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARÍA DE SALUD PUBLICA
RESUELVE


ART. 1º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.

ADJUDICATARIO:    PRODUCTOS ROCHE S.A.Q.e.I., en el/los ítem/s  1, por un importe total de                $ 5.577.132,00  (pesos cinco millones quinientos setenta y siete mil ciento treinta y dos con 00/100).-

ART. 2º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de Liquidación de Haberes y Administrativo-Contable de la siguiente manera:

A la partida: 0.08013.1.08.11.2.01.14.2.1.02.05.02.09 (OTROS SIN DISCRIMINAR) la cantidad de      $ 5.577.132,00  (pesos cinco millones quinientos setenta y siete mil ciento treinta y dos con 00/100.-) del presupuesto vigente y con estricto cumplimiento del art. 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 3º: COPIAR comunicar a quien corresponda y archivar.
 
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28903",
"Hospital Intendente Gabriel Carrasco","Licitación Privada",0,0,"Provisión de Especialidades Medicinales","16.935.858,60","45.726,80",",00","","18/10/2023","01/11/2023",2221,,,,"ROSARIO, 2023 ? A 40 AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA Resolución N° 002221 01/11/2023

Y VISTO el llamado a Licitación Privada Nº 069/23 efectuado para la provisión de Especialidades Medicinales para el Hosp. I. Carrasco, dependiente de la Secretaría de Salud Pública.

Y CONSIDERANDO los informes obrantes en el mencionado legajo, siendo conveniente a tales efectos proveer al respecto:

EN USO DE SUS ATRIBUCIONES LA SECRETARÍA DE SALUD PÚBLICA RESUELVE

Art. 1º: ADJUDICASE la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

ADJUDICATARIOS:
&#61553;	Droguería Líder S.R.L.: ítems: 21, 28, 56, por un importe total de pesos de un millón cuarenta mil seiscientos cuarenta ($1.040.640.-).
&#61553;	Nueva Era Rosario S.R.L.: ítem: 66; por un importe total de pesos de setenta y ocho mil cuatrocientos ($78.400.-).
&#61553;	Compañía Farmacéutica S.R.L.: ítems 7, 44, 57, 72, 74; por un importe total de pesos de ochocientos ochenta mil quinientos trece con 30/100 con 30/100 ($880.513,30.-).
&#61553;	Droguería del Litoral S.A.: ítems; 4, 5, 9, 10, 15, 22, 25, 31, 33, 34, 39, 51, 52, 61, 62, 63, 64, 70, 76; por un importe total de pesos de dos millones setecientos diez mil noventa y uno con 50/100 ($2.710.091,50.-).
&#61553;	Droguería Comarsa S.A.: ítems: 11, 12, 18, 30, 40, 49, 60, 69, 71, 73, 77; por un importe total de pesos de un millón ciento treinta y dos mil ciento veintisiete con 65/100 ($1.132.127,65.-).
&#61553;	Macropharma S.A.: ítems: 8, 13, 76; por un importe total de pesos de doscientos setenta y seis mil novecientos treinta y siete ($276.937.-).
&#61553;	Grupo Bosch S.C.: ítems: 15, 29, 32, 37, 48, 50, 54, 58, 59, 78; por un importe total de pesos de seis millones quinientos setenta mil novecientos cincuenta y seis con 04/100 ($6.570.956,04.-).

Art. 2º: DECLARESE DESESTIMADO:  ítems: 1; 2; 6; 14; 16; 17; 19; 20; 23; 24; 36; 36; 38; 41; 42; 43; 46; 47; 53; 55; 65; 67; 75; 79; 80; 82.

Art. 3º: DECLARESE DESIERTO: ítems: 3; 26; 27; 45; 68; 81.

Art. 4º: EL GASTO que demande el cumplimiento de la presente Resolución se imputará de la siguiente manera:

A la Partida 0.8042. 01. 08. 04. 00. 01. 01. 01. 2. 1. 02. 05. 02. 01, Anestésicos, por un importe total de pesos de cuatrocientos noventa y seis mil trescientos cuarenta y tres con 80/100 ($496.343,80.-);
A la Partida 0.8042. 01. 08. 04. 00. 01. 01. 01. 2. 1. 02. 05. 02. 02, Hormonales, por un importe total de pesos de novecientos noventa y cinco mil trescientos cuarenta y uno con 90/100 ($995.341,90.-);
A la Partida 0.8042. 01. 08. 04. 00. 01. 01. 01. 2. 1. 02. 05. 02. 07, Específicos vía de excepción, por un importe total de pesos de seiscientos veinticuatro mil trescientos dieciséis con 60/100 ($624.316,60.-);
A la Partida 0.8042. 01. 08. 04. 00. 01. 01. 01. 2. 1. 02. 05. 02. 12, Drogas Cardiológicas y Cardiovasculares Generales, por un importe total de pesos de un millón cuatrocientos treinta y dos mil ochocientos dieciocho con 84/100 ($1.432.818,84.-);
A la Partida 0.8042. 01. 08. 04. 00. 01. 01. 01. 2. 1. 02. 05. 02. 13, Drogas Tracto Alimentario y Metabolismo Generales, por un importe total de pesos de un millón ciento treinta y seis mil cuatrocientos siete ($1.136.407.-);
A la Partida 0.8042. 01. 08. 04. 00. 01. 01. 01. 2. 1. 02. 05. 02. 20, Analgésicos, por un importe total de pesos de un millón quinientos cuarenta y un mil ochocientos veinticinco con 25/100 ($1.541.825,25.-);
A la Partida 0.8042. 01. 08. 04. 00. 01. 01. 01. 2. 1. 02. 05. 02. 23, Específicos generales, por un importe total de pesos de ciento sesenta y ocho mil ochocientos sesenta y nueve ($168.869.-);
A la Partida 0.8042. 01. 08. 04. 00. 01. 01. 01. 2. 1. 02. 05. 02. 24, Específicos normatizados, por un importe total de pesos de un millón trescientos veinticinco mil novecientos veinte ($1.325.920.-);
A la Partida 0.8042. 01. 08. 04. 00. 01. 01. 01. 2. 1. 02. 05. 02. 32, Drogas Cardiológicas y Cardiovasculares normatizadas, por un importe total de pesos de treinta y cinco mil seiscientos cincuenta ($35.650.-);
A la Partida 0.8042. 01. 08. 04. 00. 01. 01. 01. 2. 1. 02. 05. 02. 33, Drogas de Tracto Alimentario y Metabolismo normatizadas, por un importe total de pesos de ochenta y nueve mil cuarenta con 40/100 ($89.040,40.-);
A la Partida 0.8042. 01. 08. 04. 00. 01. 01. 01. 2. 1. 02. 05. 02. 34, Anticoagulantes, por un importe total de pesos de cuatro millones seiscientos treinta y cinco mil ochocientos cuarenta ($4.635.840.-);
A la Partida 0.8042. 01. 08. 04. 00. 01. 01. 01. 2. 1. 02. 05. 02. 35, Drogas sistema músculo esquelético, por un importe total de pesos de doscientos siete mil doscientos noventa y tres con 20/100 ($207.293,20.-);
del Presupuesto 2023, con estricto cumplimiento del Art. 55 de la ordenanza de contabilidad según corresponda.

Art. 5º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28912",
"Instituto Municipal de Salud Animal (IMuSA)","Licitación Privada",0,0,"Alimento Balanceado para canes y felinos-IMUSA","5.550.000,00","14.985,00",",00","","18/10/2023","19/10/2023",2101,,,,"Secretaría de Salud pública


RESOLUCION Nº 002101


ROSARIO, A 40 AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA  19/10/2023


VISTO el llamado a Licitación Privada Nº 012/23 efectuado por el Instituto Municipal de Salud Animal, dependiente de la Secretaría de Salud Pública, para la  adquisicion de alimento Balanceado para canes y felinos de IMUSA Sede y Anexo.
 Y CONSIDERANDO  lo obrante en Pliego Licitatorio, resulta pertinente declarar ?DESIERTA? la  Licitación Privada 012/23

EN USO DE SUS ATRIBUTOS
LA SECRETARÍA DE SALUD PÚBLICA
RESUELVE:


ART. 1º DECLARAR: Desierta, la presente Licitación, por falta de oferentes.


ART.2º: Disponer que la Administración Publica proceda a efectuar un nuevo llamado a licitación cuando lo considere convenientemente oportuno.


ART 3º: COPIAR: comunicar a quien corresponda y archivar.

","Desierta","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28927",
"APS (S.S.P.)","Licitación Privada",0,0,"MEDIOS DE CULTIVO","29.903.000,00",",00","80.739,00","","18/10/2023","30/10/2023",2200,,,,"
RESOLUCIÓN Nº 002200

Rosario,  ""2023 - A 40 AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA"" 30/10/2023

 VISTO el llamado a Licitación Privada Nº 11-186/23 efectuado por la DIRECCIÓN DE BIOQUÍMICA A dependiente de la Secretaría de Salud Pública  para  la adquisición de MEDIOS DE CULTIVO, teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARÍA DE SALUD PUBLICA
RESUELVE


ART. 1º: DECLARASE DESIERTO:   Item 44. por no recibirse propuestas.

ART. 2º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.

ADJUDICATARIO:    IANUS S.A. en el/los ítem/s  1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18,19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57 y 58 por un importe total de $ 29.992.179,00  (pesos veintinueve millones novecientos noventa y dos mil ciento setenta y nueve con 00/100).-

ART. 3º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de Liquidación de Haberes y Administrativo-Contable de la siguiente manera:

A la partida: 0.08013.1.08.11.2.01.14.2.1.02.05.02.09 (OTROS SIN DISCRIMINAR) la cantidad de             $ 29.992.179,00  (pesos veintinueve millones novecientos noventa y dos mil ciento setenta y nueve con 00/100.-) del presupuesto vigente y con estricto cumplimiento del art. 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 4º: COPIAR comunicar a quien corresponda y archivar.
 ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28958",
"Secretaría de Cultura y Educación","Concurso de Precios",30366,2023,"Adquisición de avíos textiles para la Dirección General de Gestión Territorial","350.000,00",",00",",00","","18/10/2023","31/10/2023",621,,,,"Se adjudico a Polibot S.R.L. por única propuesta del ítem 1 al 7 y del 9 a 20 por única propuesta, siendo el monto total adjudicado de $ 335.953,94.- (Pesos Trescientos Treinta y Cinco Mil Novecientos Cincuenta y Tres con 94/100). El ítem 8 se declara desierto.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28961",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Concurso de Precios",0,0,"FORMULAS PARA ALIMENTACION PARENTERAL Y ENTERAL NORMATIZADAS.","5.804.796,00",",00",",00","","18/10/2023","24/10/2023",2132,,,,"RESOLUCION  N.º 002132
Rosario, 24 de octubre de 2023 ? A 40 AÑOS DE LA RECUPERACIÓN DE LA DEMOCRACIA?

VISTO el llamado a Concurso de Precios Nro: 18/10 efectuado por el H.E.C.A. para la adquisición de ?(FÓRMULAS PARA ALIMENTACIÓN PARENTERAL Y ENTERAL NORMATIZADAS)? , dependiente de la Secretaria de Salud Publica, y teniendo en cuenta los informes obrantes en el mencionado legajo.

         Y VISTO: La necesidad de efectuar adquisición de medicamentos, insumos médicos, material descartable y elementos indispensables para la prestación del servicio de salud, en los efectores que integran la red de salud de esta Secretaría de Salud Pública.
        Y CONSIDERANDO:  
                                 Que de conformidad a la Ordenanza  nro: 10.037 dictada en fecha 19 de marzo de 2020,  y sus correspondientes prórrogas, debidamente promulgadas, el Concejo Municipal aprueba el Protocolo de Agilización de relaciones institucionales municipales en materia sanitaria, en su artículo  cuarto,  y conforme las facultades otorgadas pro el articulo 11 de la L.O.M y el art 68 inc a de la O.C se autoriza, al  Departamento Ejecutivo a efectuar por el plazo de 180 días la contratación directa de los bienes y  servicios que sean necesarios para la contención social y sanitaria de la población.
                    Que por lo tanto el órgano legislativo exime por razones de urgencia, al Departamento Ejecutivo de efectuar los procedimientos de compras, que por monto hubieran correspondido incoar, según la Ordenanza de Contabilidad y el Reglamento de compras vigentes, aplicando de esta forma el articulo 68 inc a de la Ordenanza de Contabilidad.
                        
                           
                        SIENDO NECESARIO PROVEER SOBRE EL PARTICULAR 
                                               EN USO DE SUS ATRIBUCIONES
LA SECRETARÌA DE SALUD PÙBLICA RESUELVE






ART. 1º: ADJUDICASE: el precitado Concurso en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-


ADJUDICATARIO: DROGUERIA KELLERHOFF S.A.., en  el ítem  1  por un importe total de $ 11.578.720,00 (pesos  once millones quinientos setenta y ocho mil setecientos veinte con 00/00).

     ART. 2º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de  Liquidación de Haberes y Administrativo-Contable de manera optativa a las siguientes partidas:          
0.08020.1.08.02.0.2.01.15.2.1.02.05.02.11;    0.08020.1.08.02.0.2.01.14.2.1.02.05.02.11;      0.08020.1.08.02.0.1.01.1.2.1.02.05.02.11  ( FÓRMULAS PARA ALIMENTACIÓN PARENTERAL Y ENTERAL NORMATIZADAS) la cantidad de $ 11.578.720,00 ? (pesos once millones quinientos setenta y ocho mil  setecientos veinte con 00/00 ), del presupuesto  vigente y con estricto cumplimiento del art 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 3º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=28998",
